hotel_unit_id,building,unit_type,unit_category,display_name,floor_number,notes,created_at,updated_at,created_by,updated_by
427,2,GUESTROOM,Torre Nueva,3507,6,Q,Torre Nueva Q,,,
428,2,GUESTROOM,Torre Nueva,3508,6,K,Torre Nueva K,,,
429,2,GUESTROOM,Torre Nueva,3509,6,K,Torre Nueva K,,,
430,2,GUESTROOM,Torre Nueva,3510,6,K,Torre Nueva K,,,
431,2,GUESTROOM,Torre Nueva,3511,6,K,Torre Nueva K,,,
432,2,GUESTROOM,Torre Nueva,3512,6,K,Torre Nueva K,,,
433,2,GUESTROOM,Torre Nueva,3514,6,K,Torre Nueva K,,,
434,2,GUESTROOM,Torre Nueva,3515,6,K,Torre Nueva K,,,
435,2,GUESTROOM,Torre Nueva,3516,6,K,Torre Nueva K,,,
436,2,GUESTROOM,Torre Nueva,3517,6,K,Torre Nueva K,,,
437,2,GUESTROOM,Torre Nueva,3601,7,K,Torre Nueva K,,,
438,2,GUESTROOM,Torre Nueva,3602,7,K,Torre Nueva K,,,
439,2,GUESTROOM,Torre Nueva,3603,7,K,Torre Nueva K,,,
440,2,GUESTROOM,Torre Nueva,3604,7,K,Torre Nueva K,,,
441,2,GUESTROOM,Torre Nueva,3605,7,K,Torre Nueva K,,,
442,2,GUESTROOM,Torre Nueva,3606,7,K,Torre Nueva K,,,
443,2,GUESTROOM,Torre Nueva,3607,7,Q,Torre Nueva Q,,,
444,2,GUESTROOM,Torre Nueva,3608,7,K,Torre Nueva K,,,
445,2,GUESTROOM,Torre Nueva,3609,7,K,Torre Nueva K,,,
446,2,GUESTROOM,Torre Nueva,3610,7,K,Torre Nueva K,,,
447,2,GUESTROOM,Torre Nueva,3611,7,K,Torre Nueva K,,,
448,2,GUESTROOM,Torre Nueva,3612,7,K,Torre Nueva K,,,
449,2,GUESTROOM,Torre Nueva,3614,7,K,Torre Nueva K,,,
450,2,GUESTROOM,Torre Nueva,3615,7,K,Torre Nueva K,,,
451,2,GUESTROOM,Torre Nueva,3616,7,K,Torre Nueva K,,,
452,2,GUESTROOM,Torre Nueva,3617,7,K,Torre Nueva K,,,
453,2,GUESTROOM,Torre Nueva,3701,8,K,Torre Nueva K,,,
454,2,GUESTROOM,Torre Nueva,3702,8,K,Torre Nueva K,,,
455,2,GUESTROOM,Torre Nueva,3703,8,K,Torre Nueva K,,,
456,2,GUESTROOM,Torre Nueva,3704,8,K,Torre Nueva K,,,
457,2,GUESTROOM,Torre Nueva,3705,8,K,Torre Nueva K,,,
458,2,GUESTROOM,Torre Nueva,3706,8,K,Torre Nueva K,,,
459,2,GUESTROOM,Torre Nueva,3707,8,Q,Torre Nueva Q,,,
460,2,GUESTROOM,Torre Nueva,3708,8,K,Torre Nueva K,,,
461,2,GUESTROOM,Torre Nueva,3709,8,K,Torre Nueva K,,,
462,2,GUESTROOM,Torre Nueva,3710,8,K,Torre Nueva K,,,
463,2,GUESTROOM,Torre Nueva,3711,8,K,Torre Nueva K,,,
464,2,GUESTROOM,Torre Nueva,3712,8,K,Torre Nueva K,,,
465,2,GUESTROOM,Torre Nueva,3714,8,K,Torre Nueva K,,,
466,2,GUESTROOM,Torre Nueva,3715,8,K,Torre Nueva K,,,
467,2,GUESTROOM,Torre Nueva,3716,8,K,Torre Nueva K,,,
468,2,GUESTROOM,Torre Nueva,3717,8,K,Torre Nueva K,,,
469,2,GUESTROOM,Torre Nueva,3801,9,K,Torre Nueva K,,,
470,2,GUESTROOM,Torre Nueva,3802,9,K,Torre Nueva K,,,
471,2,GUESTROOM,Torre Nueva,3803,9,K,Torre Nueva K,,,
472,2,GUESTROOM,Torre Nueva,3804,9,K,Torre Nueva K,,,
473,2,GUESTROOM,Torre Nueva,3805,9,K,Torre Nueva K,,,
474,2,GUESTROOM,Torre Nueva,3806,9,K,Torre Nueva K,,,
475,2,GUESTROOM,Torre Nueva,3807,9,Q,Torre Nueva Q,,,
476,2,GUESTROOM,Torre Nueva,3808,9,K,Torre Nueva K,,,
477,2,GUESTROOM,Torre Nueva,3809,9,K,Torre Nueva K,,,
478,2,GUESTROOM,Torre Nueva,3810,9,K,Torre Nueva K,,,
479,2,GUESTROOM,Torre Nueva,3811,9,K,Torre Nueva K,,,
480,2,GUESTROOM,Torre Nueva,3812,9,K,Torre Nueva K,,,
481,2,GUESTROOM,Torre Nueva,3814,9,K,Torre Nueva K,,,
482,2,GUESTROOM,Torre Nueva,3815,9,K,Torre Nueva K,,,
483,2,GUESTROOM,Torre Nueva,3816,9,K,Torre Nueva K,,,
484,2,GUESTROOM,Torre Nueva,3817,9,K,Torre Nueva K,,,
485,2,GUESTROOM,Torre Nueva,3901,10,K,Torre Nueva K,,,
486,2,GUESTROOM,Torre Nueva,3902,10,K,Torre Nueva K,,,
487,2,GUESTROOM,Torre Nueva,3903,10,K,Torre Nueva K,,,
488,2,GUESTROOM,Torre Nueva,3904,10,K,Torre Nueva K,,,
489,2,GUESTROOM,Torre Nueva,3905,10,K,Torre Nueva K,,,
490,2,GUESTROOM,Torre Nueva,3906,10,K,Torre Nueva K,,,
491,2,GUESTROOM,Torre Nueva,3907,10,Q,Torre Nueva Q,,,
492,2,GUESTROOM,Torre Nueva,3908,10,K,Torre Nueva K,,,
493,2,GUESTROOM,Torre Nueva,3909,10,K,Torre Nueva K,,,
494,2,GUESTROOM,Torre Nueva,3910,10,K,Torre Nueva K,,,
495,2,GUESTROOM,Torre Nueva,3911,10,K,Torre Nueva K,,,
496,2,GUESTROOM,Torre Nueva,3912,10,K,Torre Nueva K,,,
497,2,GUESTROOM,Torre Nueva,3914,10,K,Torre Nueva K,,,
498,2,GUESTROOM,Torre Nueva,3915,10,K,Torre Nueva K,,,
499,2,GUESTROOM,Torre Nueva,3916,10,K,Torre Nueva K,,,
500,2,GUESTROOM,Torre Nueva,3917,10,K,Torre Nueva K,,,
501,3,GUESTROOM,Triangulo ,21001,11,K,Triangulo  K,,,
502,3,GUESTROOM,Triangulo ,21002,11,Q,Triangulo  Q,,,
503,3,GUESTROOM,Triangulo ,21003,11,K,Triangulo  K,,,
504,3,GUESTROOM,Triangulo ,21004,11,Q,Triangulo  Q,,,
505,3,GUESTROOM,Triangulo ,21005,11,K,Triangulo  K,,,
506,3,GUESTROOM,Triangulo ,21006,11,K,Triangulo  K,,,
507,3,GUESTROOM,Triangulo ,21101,12,K,Triangulo  K,,,
508,3,GUESTROOM,Triangulo ,21102,12,Q,Triangulo  Q,,,
509,3,GUESTROOM,Triangulo ,21103,12,K,Triangulo  K,,,
510,3,GUESTROOM,Triangulo ,21104,12,Q,Triangulo  Q,,,
511,3,GUESTROOM,Triangulo ,21105,12,K,Triangulo  K,,,
512,3,GUESTROOM,Triangulo ,21106,12,K,Triangulo  K,,,
513,3,GUESTROOM,Triangulo ,21201,14,K,Triangulo  K,,,
514,3,GUESTROOM,Triangulo ,21202,14,Q,Triangulo  Q,,,
515,3,GUESTROOM,Triangulo ,21203,14,K,Triangulo  K,,,
516,3,GUESTROOM,Triangulo ,21204,14,Q,Triangulo  Q,,,
517,3,GUESTROOM,Triangulo ,21205,14,K,Triangulo  K,,,
518,3,GUESTROOM,Triangulo ,21206,14,K,Triangulo  K,,,
519,3,GUESTROOM,Triangulo ,21401,15,K,Triangulo  K,,,
520,3,GUESTROOM,Triangulo ,21402,15,Q,Triangulo  Q,,,
521,3,GUESTROOM,Triangulo ,21403,15,K,Triangulo  K,,,
522,3,GUESTROOM,Triangulo ,21404,15,Q,Triangulo  Q,,,
523,3,GUESTROOM,Triangulo ,21405,15,K,Triangulo  K,,,
524,3,GUESTROOM,Triangulo ,21406,15,K,Triangulo  K,,,
525,3,GUESTROOM,Triangulo ,21501,16,K,Triangulo  K,,,
526,3,GUESTROOM,Triangulo ,21502,16,Q,Triangulo  Q,,,
527,3,GUESTROOM,Triangulo ,21503,16,K,Triangulo  K,,,
528,3,GUESTROOM,Triangulo ,21601,17,K,Triangulo  K,,,
529,3,GUESTROOM,Triangulo ,21602,17,Q,Triangulo  Q,,,
530,3,GUESTROOM,Triangulo ,21603,17,K,Triangulo  K,,,
531,3,GUESTROOM,Triangulo ,21701,18,K,Triangulo  K,,,
532,2,GUESTROOM,Torre Nueva,31001,11,K,Torre Nueva K,,,
533,2,GUESTROOM,Torre Nueva,31002,11,K,Torre Nueva K,,,
534,2,GUESTROOM,Torre Nueva,31003,11,K,Torre Nueva K,,,
535,2,GUESTROOM,Torre Nueva,31004,11,K,Torre Nueva K,,,
536,2,GUESTROOM,Torre Nueva,31005,11,K,Torre Nueva K,,,
537,2,GUESTROOM,Torre Nueva,31006,11,K,Torre Nueva K,,,
538,2,GUESTROOM,Torre Nueva,31007,11,Q,Torre Nueva Q,,,
539,2,GUESTROOM,Torre Nueva,31008,11,K,Torre Nueva K,,,
540,2,GUESTROOM,Torre Nueva,31009,11,K,Torre Nueva K,,,
541,2,GUESTROOM,Torre Nueva,31010,11,K,Torre Nueva K,,,
542,2,GUESTROOM,Torre Nueva,31011,11,K,Torre Nueva K,,,
543,2,GUESTROOM,Torre Nueva,31012,11,K,Torre Nueva K,,,
544,2,GUESTROOM,Torre Nueva,31014,11,K,Torre Nueva K,,,
545,2,GUESTROOM,Torre Nueva,31015,11,K,Torre Nueva K,,,
546,2,GUESTROOM,Torre Nueva,31016,11,K,Torre Nueva K,,,
547,2,GUESTROOM,Torre Nueva,31017,11,K,Torre Nueva K,,,
